artist_names,rank,song_name,week
Shawn Mendes,8,Stitches,2015-10-24
Taylor Swift,9,Wildest Dreams,2015-10-24
Selena Gomez Featuring A$AP Rocky,10,Good For You,2015-10-24
Major Lazer & DJ Snake Featuring MO,11,Lean On,2015-10-24
Ed Sheeran,12,Photograph,2015-10-24
OMI,13,Cheerleader,2015-10-24
"Macklemore & Ryan Lewis Featuring Eric Nally, Melle Mel, Kool Moe Dee & Grandmaster Caz",14,Downtown,2015-10-24
iLoveMemphis,15,Hit The Quan,2015-10-24
Drake & Future,16,Jumpman,2015-10-24
Fetty Wap,17,Trap Queen,2015-10-24
Fetty Wap Featuring Monty,18,My Way,2015-10-24
X Ambassadors,19,Renegades,2015-10-24
Elle King,20,Ex's & Oh's,2015-10-24
One Direction,21,Drag Me Down,2015-10-24
Wiz Khalifa Featuring Charlie Puth,22,See You Again,2015-10-24
Ellie Goulding,23,On My Mind,2015-10-24
WALK THE MOON,24,Shut Up And Dance,2015-10-24
Mark Ronson Featuring Bruno Mars,25,Uptown Funk!,2015-10-24
Rachel Platten,26,Fight Song,2015-10-24
Skrillex & Diplo With Justin Bieber,27,Where Are U Now,2015-10-24
Meghan Trainor Featuring John Legend,28,Like I'm Gonna Lose You,2015-10-24
Alessia Cara,29,Here,2015-10-24
Future Featuring Drake,30,Where Ya At,2015-10-24
Hailee Steinfeld,31,Love Myself,2015-10-24
Demi Lovato,32,Cool For The Summer,2015-10-24
Calvin Harris & Disciples,33,How Deep Is Your Love,2015-10-24
Luke Bryan,34,Strip It Down,2015-10-24
Meek Mill Featuring Chris Brown & Nicki Minaj,35,All Eyes On You,2015-10-24
Charlie Puth Featuring Meghan Trainor,36,Marvin Gaye,2015-10-24
Ed Sheeran,37,Thinking Out Loud,2015-10-24
Selena Gomez,38,Same Old Love,2015-10-24
Fetty Wap,39,Again,2015-10-24
Rich Homie Quan,40,Flex (Ooh Ooh Ooh),2015-10-24
Drake,41,Back To Back,2015-10-24
Jason Derulo,42,Want To Want Me,2015-10-24
Fall Out Boy,43,Uma Thurman,2015-10-24
Nick Jonas,44,Levels,2015-10-24
Maroon 5,45,Sugar,2015-10-24
Taylor Swift Featuring Kendrick Lamar,46,Bad Blood,2015-10-24
The Weeknd,47,Earned It (Fifty Shades Of Grey),2015-10-24
Brett Eldredge,48,Lose My Mind,2015-10-24
Jeremih Featuring J. Cole,49,Planez,2015-10-24
Fifth Harmony Featuring Kid Ink,50,Worth It,2015-10-24
Travis Scott,51,Antidote,2015-10-24
Drake & Future,52,Big Rings,2015-10-24
Post Malone,53,White Iverson,2015-10-24
Old Dominion,54,Break Up With Him,2015-10-24
Drake & Future,55,Diamonds Dancing,2015-10-24
Cam,56,Burning House,2015-10-24
Kenny Chesney,57,Save It For A Rainy Day,2015-10-24
Nicky Jam & Enrique Iglesias,58,El Perdon (Forgiveness),2015-10-24
Keith Urban,59,"John Cougar, John Deere, John 3:16",2015-10-24
Chris Young,60,I'm Comin' Over,2015-10-24
Florida Georgia Line,61,Anything Goes,2015-10-24
K Camp,62,Comfortable,2015-10-24
Sam Hunt,63,House Party,2015-10-24
Chris Brown,64,Liquor,2015-10-24
Drake,65,Right Hand,2015-10-24
J. Cole,66,No Role Modelz,2015-10-24
Fetty Wap,67,RGF Island,2015-10-24
Carrie Underwood,68,Smoke Break,2015-10-24
Thomas Rhett,69,Die A Happy Man,2015-10-24
Maddie & Tae,70,Fly,2015-10-24
Drake & Future,71,Digital Dash,2015-10-24
Drake & Future,72,Scholarships,2015-10-24
Chase Rice,73,Gonna Wanna Tonight,2015-10-24
Cole Swindell,74,Let Me See Ya Girl,2015-10-24
Chris Janson,75,Buy Me A Boat,2015-10-24
Dan + Shay,76,Nothin' Like You,2015-10-24
Rae Sremmurd,77,This Could Be Us,2015-10-24
Rae Sremmurd,78,Come Get Her,2015-10-24
Drake & Future,79,I'm The Plug,2015-10-24
Ty Dolla $ign Featuring Future & Rae Sremmurd,80,Blase,2015-10-24
Bryson Tiller,81,Don't,2015-10-24
Drake & Future,82,Live From The Gutter,2015-10-24
DeJ Loaf Featuring Big Sean,83,Back Up,2015-10-24
Major Lazer Featuring Ellie Goulding & Tarrus Riley,84,Powerful,2015-10-24
Blake Shelton,85,Gonna,2015-10-24
Drake & Future,86,Change Locations,2015-10-24
Drake & Future,87,Plastic Bag,2015-10-24
J Balvin,88,Ginza,2015-10-24
Lil Wayne & Charlie Puth,89,Nothing But Trouble (Instagram Models),2015-10-24
Sam Hunt,90,Break Up In A Small Town,2015-10-24
Future,91,Jersey,2015-10-24
Halsey,92,New Americana,2015-10-24
Daya,93,Hide Away,2015-10-24
Nelly Featuring Jeremih,94,The Fix,2015-10-24
twenty one pilots,95,Stressed Out,2015-10-24
Andrew McMahon In The Wilderness,96,Cecilia And The Satellite,2015-10-24
Adam Lambert,97,Ghost Town,2015-10-24
Fetty Wap Featuring Monty,98,Jugg,2015-10-24
Brothers Osborne,99,Stay A Little Longer,2015-10-24
A Great Big World Featuring FUTURISTIC,100,Hold Each Other,2015-10-24
The Weeknd,1,The Hills,2015-10-31
Drake,2,Hotline Bling,2015-10-31
Justin Bieber,3,What Do You Mean?,2015-10-31
Fetty Wap Featuring Remy Boyz,4,679,2015-10-31
Shawn Mendes,5,Stitches,2015-10-31
Taylor Swift,6,Wildest Dreams,2015-10-31
The Weeknd,7,Can't Feel My Face,2015-10-31
R. City Featuring Adam Levine,8,Locked Away,2015-10-31
Silento,9,Watch Me,2015-10-31
Selena Gomez Featuring A$AP Rocky,10,Good For You,2015-10-31
Major Lazer & DJ Snake Featuring MO,11,Lean On,2015-10-31
"Macklemore & Ryan Lewis Featuring Eric Nally, Melle Mel, Kool Moe Dee & Grandmaster Caz",12,Downtown,2015-10-31
Drake & Future,13,Jumpman,2015-10-31
OMI,14,Cheerleader,2015-10-31
iLoveMemphis,15,Hit The Quan,2015-10-31
Elle King,16,Ex's & Oh's,2015-10-31
Ed Sheeran,17,Photograph,2015-10-31
Selena Gomez,18,Same Old Love,2015-10-31
Fetty Wap,19,Trap Queen,2015-10-31
X Ambassadors,20,Renegades,2015-10-31
Fetty Wap Featuring Monty,21,My Way,2015-10-31
Ellie Goulding,22,On My Mind,2015-10-31
Alessia Cara,23,Here,2015-10-31
Meghan Trainor Featuring John Legend,24,Like I'm Gonna Lose You,2015-10-31
Wiz Khalifa Featuring Charlie Puth,25,See You Again,2015-10-31
One Direction,26,Drag Me Down,2015-10-31
Mark Ronson Featuring Bruno Mars,27,Uptown Funk!,2015-10-31
Future Featuring Drake,28,Where Ya At,2015-10-31
WALK THE MOON,29,Shut Up And Dance,2015-10-31
Luke Bryan,30,Strip It Down,2015-10-31
Calvin Harris & Disciples,31,How Deep Is Your Love,2015-10-31
Rachel Platten,32,Fight Song,2015-10-31
Skrillex & Diplo With Justin Bieber,33,Where Are U Now,2015-10-31
Hailee Steinfeld,34,Love Myself,2015-10-31
Ed Sheeran,35,Thinking Out Loud,2015-10-31
Meek Mill Featuring Chris Brown & Nicki Minaj,36,All Eyes On You,2015-10-31
Fetty Wap,37,Again,2015-10-31
Drake,38,Back To Back,2015-10-31
Jason Derulo,39,Want To Want Me,2015-10-31
Demi Lovato,40,Cool For The Summer,2015-10-31
Travis Scott,41,Antidote,2015-10-31
Charlie Puth Featuring Meghan Trainor,42,Marvin Gaye,2015-10-31
Maroon 5,43,Sugar,2015-10-31
Rich Homie Quan,44,Flex (Ooh Ooh Ooh),2015-10-31
Nick Jonas,45,Levels,2015-10-31
Post Malone,46,White Iverson,2015-10-31
Fifth Harmony Featuring Kid Ink,47,Worth It,2015-10-31
The Weeknd,48,Earned It (Fifty Shades Of Grey),2015-10-31
Taylor Swift Featuring Kendrick Lamar,49,Bad Blood,2015-10-31
Thomas Rhett,50,Die A Happy Man,2015-10-31
Old Dominion,51,Break Up With Him,2015-10-31
Cam,52,Burning House,2015-10-31
Chris Young,53,I'm Comin' Over,2015-10-31
Drake & Future,54,Big Rings,2015-10-31
Florida Georgia Line,55,Anything Goes,2015-10-31
Nicky Jam & Enrique Iglesias,56,El Perdon (Forgiveness),2015-10-31
Brett Eldredge,57,Lose My Mind,2015-10-31
Demi Lovato,58,Confident,2015-10-31
J. Cole,59,No Role Modelz,2015-10-31
Chris Brown,60,Liquor,2015-10-31
Carrie Underwood,61,Smoke Break,2015-10-31
Fetty Wap,62,RGF Island,2015-10-31
K Camp,63,Comfortable,2015-10-31
Rae Sremmurd,64,Come Get Her,2015-10-31
Kenny Chesney,65,Save It For A Rainy Day,2015-10-31
Drake & Future,66,Diamonds Dancing,2015-10-31
Chase Rice,67,Gonna Wanna Tonight,2015-10-31
Sam Hunt,68,House Party,2015-10-31
Cole Swindell,69,Let Me See Ya Girl,2015-10-31
Keith Urban,70,"John Cougar, John Deere, John 3:16",2015-10-31
Dan + Shay,71,Nothin' Like You,2015-10-31
Drake,72,Right Hand,2015-10-31
Nelly Featuring Jeremih,73,The Fix,2015-10-31
Bryson Tiller,74,Don't,2015-10-31
Ty Dolla $ign Featuring Future & Rae Sremmurd,75,Blase,2015-10-31
Sam Hunt,76,Break Up In A Small Town,2015-10-31
Rae Sremmurd,77,This Could Be Us,2015-10-31
DeJ Loaf Featuring Big Sean,78,Back Up,2015-10-31
Drake & Future,79,Digital Dash,2015-10-31
Drake & Future,80,Scholarships,2015-10-31
Blake Shelton,81,Gonna,2015-10-31
The Game Featuring Drake,82,100,2015-10-31
Major Lazer Featuring Ellie Goulding & Tarrus Riley,83,Powerful,2015-10-31
Drake & Future,84,I'm The Plug,2015-10-31
J Balvin,85,Ginza,2015-10-31
Lil Wayne & Charlie Puth,86,Nothing But Trouble (Instagram Models),2015-10-31
Rudimental Featuring Ed Sheeran,87,Lay It All On Me,2015-10-31
Brothers Osborne,88,Stay A Little Longer,2015-10-31
Daya,89,Hide Away,2015-10-31
Halsey,90,New Americana,2015-10-31
twenty one pilots,91,Stressed Out,2015-10-31
Jana Kramer,92,I Got The Boy,2015-10-31
Drake & Future,93,Live From The Gutter,2015-10-31
Jess Glynne,94,Hold My Hand,2015-10-31
Maddie & Tae,95,Fly,2015-10-31
Drake & Future,96,Change Locations,2015-10-31
Fetty Wap Featuring Monty,97,Jugg,2015-10-31
Lil Dicky Featuring Fetty Wap & Rich Homie Quan,98,$ave Dat Money,2015-10-31
Tim McGraw,99,Top Of The World,2015-10-31
The 1975,100,Love Me,2015-10-31
The Weeknd,1,The Hills,2015-11-07
Drake,2,Hotline Bling,2015-11-07
Justin Bieber,3,What Do You Mean?,2015-11-07
Shawn Mendes,4,Stitches,2015-11-07
Taylor Swift,5,Wildest Dreams,2015-11-07
Fetty Wap Featuring Remy Boyz,6,679,2015-11-07
The Weeknd,7,Can't Feel My Face,2015-11-07
R. City Featuring Adam Levine,8,Locked Away,2015-11-07
Silento,9,Watch Me,2015-11-07
One Direction,10,Perfect,2015-11-07
Major Lazer & DJ Snake Featuring MO,11,Lean On,2015-11-07
Drake & Future,12,Jumpman,2015-11-07
"Macklemore & Ryan Lewis Featuring Eric Nally, Melle Mel, Kool Moe Dee & Grandmaster Caz",13,Downtown,2015-11-07
Selena Gomez Featuring A$AP Rocky,14,Good For You,2015-11-07
Elle King,15,Ex's & Oh's,2015-11-07
Selena Gomez,16,Same Old Love,2015-11-07
X Ambassadors,17,Renegades,2015-11-07
Meghan Trainor Featuring John Legend,18,Like I'm Gonna Lose You,2015-11-07
Ellie Goulding,19,On My Mind,2015-11-07
Alessia Cara,20,Here,2015-11-07
iLoveMemphis,21,Hit The Quan,2015-11-07
OMI,22,Cheerleader,2015-11-07
Fetty Wap,23,Trap Queen,2015-11-07
One Direction,24,Drag Me Down,2015-11-07
Ed Sheeran,25,Photograph,2015-11-07
Fetty Wap Featuring Monty,26,My Way,2015-11-07
Wiz Khalifa Featuring Charlie Puth,27,See You Again,2015-11-07
Future Featuring Drake,28,Where Ya At,2015-11-07
Calvin Harris & Disciples,29,How Deep Is Your Love,2015-11-07
Mark Ronson Featuring Bruno Mars,30,Uptown Funk!,2015-11-07
Demi Lovato,31,Confident,2015-11-07
Luke Bryan,32,Strip It Down,2015-11-07
WALK THE MOON,33,Shut Up And Dance,2015-11-07
Rachel Platten,34,Fight Song,2015-11-07
Travis Scott,35,Antidote,2015-11-07
Thomas Rhett,36,Die A Happy Man,2015-11-07
Skrillex & Diplo With Justin Bieber,37,Where Are U Now,2015-11-07
Hailee Steinfeld,38,Love Myself,2015-11-07
Ed Sheeran,39,Thinking Out Loud,2015-11-07
Drake,40,Back To Back,2015-11-07
Fetty Wap,41,Again,2015-11-07
Demi Lovato,42,Cool For The Summer,2015-11-07
Meek Mill Featuring Chris Brown & Nicki Minaj,43,All Eyes On You,2015-11-07
Post Malone,44,White Iverson,2015-11-07
Jason Derulo,45,Want To Want Me,2015-11-07
Maroon 5,46,Sugar,2015-11-07
Old Dominion,47,Break Up With Him,2015-11-07
Nick Jonas,48,Levels,2015-11-07
Rich Homie Quan,49,Flex (Ooh Ooh Ooh),2015-11-07
Fifth Harmony Featuring Kid Ink,50,Worth It,2015-11-07
Cam,51,Burning House,2015-11-07
Chris Young,52,I'm Comin' Over,2015-11-07
J. Cole,53,No Role Modelz,2015-11-07
Charlie Puth Featuring Meghan Trainor,54,Marvin Gaye,2015-11-07
Florida Georgia Line,55,Anything Goes,2015-11-07
Carrie Underwood,56,Smoke Break,2015-11-07
Drake & Future,57,Big Rings,2015-11-07
Rae Sremmurd,58,Come Get Her,2015-11-07
Sam Hunt,59,Break Up In A Small Town,2015-11-07
Chris Brown,60,Liquor,2015-11-07
Cole Swindell,61,Let Me See Ya Girl,2015-11-07
DeJ Loaf Featuring Big Sean,62,Back Up,2015-11-07
K Camp,63,Comfortable,2015-11-07
Dan + Shay,64,Nothin' Like You,2015-11-07
Bryson Tiller,65,Don't,2015-11-07
Drake & Future,66,Diamonds Dancing,2015-11-07
Brett Eldredge,67,Lose My Mind,2015-11-07
Drake,68,Right Hand,2015-11-07
Fetty Wap,69,RGF Island,2015-11-07
Ty Dolla $ign Featuring Future & Rae Sremmurd,70,Blase,2015-11-07
Kenny Chesney,71,Save It For A Rainy Day,2015-11-07
Rae Sremmurd,72,This Could Be Us,2015-11-07
Chase Rice,73,Gonna Wanna Tonight,2015-11-07
Rudimental Featuring Ed Sheeran,74,Lay It All On Me,2015-11-07
Blake Shelton,75,Gonna,2015-11-07
Nelly Featuring Jeremih,76,The Fix,2015-11-07
Drake & Future,77,Digital Dash,2015-11-07
Keith Urban,78,"John Cougar, John Deere, John 3:16",2015-11-07
DNCE,79,Cake By The Ocean,2015-11-07
Brothers Osborne,80,Stay A Little Longer,2015-11-07
twenty one pilots,81,Stressed Out,2015-11-07
Drake & Future,82,Scholarships,2015-11-07
Major Lazer Featuring Ellie Goulding & Tarrus Riley,83,Powerful,2015-11-07
J Balvin,84,Ginza,2015-11-07
Daya,85,Hide Away,2015-11-07
Lil Wayne & Charlie Puth,86,Nothing But Trouble (Instagram Models),2015-11-07
Halsey,87,New Americana,2015-11-07
The Game Featuring Drake,88,100,2015-11-07
Jess Glynne,89,Hold My Hand,2015-11-07
Tory Lanez,90,Say It,2015-11-07
Jana Kramer,91,I Got The Boy,2015-11-07
Jason Aldean,92,Gonna Know We Were Here,2015-11-07
Drake & Future,93,Live From The Gutter,2015-11-07
Tim McGraw,94,Top Of The World,2015-11-07
The Chainsmokers Featuring Rozes,95,Roses,2015-11-07
Drake & Future,96,I'm The Plug,2015-11-07
One Direction,97,Home,2015-11-07
Fall Out Boy,98,Irresistible,2015-11-07
Pentatonix,99,Can't Sleep Love,2015-11-07
Lil Dicky Featuring Fetty Wap & Rich Homie Quan,100,$ave Dat Money,2015-11-07
Adele,1,Hello,2015-11-14
Justin Bieber,2,Sorry,2015-11-14
Drake,3,Hotline Bling,2015-11-14
The Weeknd,4,The Hills,2015-11-14
Justin Bieber,5,What Do You Mean?,2015-11-14
Shawn Mendes,6,Stitches,2015-11-14
Taylor Swift,7,Wildest Dreams,2015-11-14
Fetty Wap Featuring Remy Boyz,8,679,2015-11-14
R. City Featuring Adam Levine,9,Locked Away,2015-11-14
The Weeknd,10,Can't Feel My Face,2015-11-14
Silento,11,Watch Me,2015-11-14
Elle King,12,Ex's & Oh's,2015-11-14
Meghan Trainor Featuring John Legend,13,Like I'm Gonna Lose You,2015-11-14
Drake & Future,14,Jumpman,2015-11-14
Alessia Cara,15,Here,2015-11-14
"Macklemore & Ryan Lewis Featuring Eric Nally, Melle Mel, Kool Moe Dee & Grandmaster Caz",16,Downtown,2015-11-14
Major Lazer & DJ Snake Featuring MO,17,Lean On,2015-11-14
Selena Gomez,18,Same Old Love,2015-11-14
Ellie Goulding,19,On My Mind,2015-11-14
X Ambassadors,20,Renegades,2015-11-14
Selena Gomez Featuring A$AP Rocky,21,Good For You,2015-11-14
iLoveMemphis,22,Hit The Quan,2015-11-14
Fetty Wap,23,Trap Queen,2015-11-14
One Direction,24,Drag Me Down,2015-11-14
OMI,25,Cheerleader,2015-11-14
Ed Sheeran,26,Photograph,2015-11-14
Calvin Harris & Disciples,27,How Deep Is Your Love,2015-11-14
Fetty Wap Featuring Monty,28,My Way,2015-11-14
One Direction,29,Perfect,2015-11-14
Wiz Khalifa Featuring Charlie Puth,30,See You Again,2015-11-14
Future Featuring Drake,31,Where Ya At,2015-11-14
Travis Scott,32,Antidote,2015-11-14
Thomas Rhett,33,Die A Happy Man,2015-11-14
Mark Ronson Featuring Bruno Mars,34,Uptown Funk!,2015-11-14
Demi Lovato,35,Confident,2015-11-14
WALK THE MOON,36,Shut Up And Dance,2015-11-14
Post Malone,37,White Iverson,2015-11-14
Rachel Platten,38,Fight Song,2015-11-14
Luke Bryan,39,Strip It Down,2015-11-14
Ed Sheeran,40,Thinking Out Loud,2015-11-14
Skrillex & Diplo With Justin Bieber,41,Where Are U Now,2015-11-14
Fetty Wap,42,Again,2015-11-14
Drake,43,Back To Back,2015-11-14
Old Dominion,44,Break Up With Him,2015-11-14
Meek Mill Featuring Chris Brown & Nicki Minaj,45,All Eyes On You,2015-11-14
Chris Young,46,I'm Comin' Over,2015-11-14
Jason Derulo,47,Want To Want Me,2015-11-14
Hailee Steinfeld,48,Love Myself,2015-11-14
Maroon 5,49,Sugar,2015-11-14
Cam,50,Burning House,2015-11-14
Carrie Underwood,51,Smoke Break,2015-11-14
Sam Hunt,52,Break Up In A Small Town,2015-11-14
J. Cole,53,No Role Modelz,2015-11-14
Bryson Tiller,54,Don't,2015-11-14
Florida Georgia Line,55,Anything Goes,2015-11-14
Rae Sremmurd,56,Come Get Her,2015-11-14
Demi Lovato,57,Cool For The Summer,2015-11-14
DeJ Loaf Featuring Big Sean,58,Back Up,2015-11-14
Cole Swindell,59,Let Me See Ya Girl,2015-11-14
Nick Jonas,60,Levels,2015-11-14
Charlie Puth Featuring Meghan Trainor,61,Marvin Gaye,2015-11-14
Rudimental Featuring Ed Sheeran,62,Lay It All On Me,2015-11-14
Dan + Shay,63,Nothin' Like You,2015-11-14
Drake & Future,64,Big Rings,2015-11-14
Chris Brown,65,Liquor,2015-11-14
Ty Dolla $ign Featuring Future & Rae Sremmurd,66,Blase,2015-11-14
Drake,67,Right Hand,2015-11-14
Panic! At The Disco,68,Emperor's New Clothes,2015-11-14
K Camp,69,Comfortable,2015-11-14
Blake Shelton,70,Gonna,2015-11-14
The Chainsmokers Featuring Rozes,71,Roses,2015-11-14
Tory Lanez,72,Say It,2015-11-14
Nelly Featuring Jeremih,73,The Fix,2015-11-14
One Direction,74,Home,2015-11-14
Drake & Future,75,Diamonds Dancing,2015-11-14
twenty one pilots,76,Stressed Out,2015-11-14
Brothers Osborne,77,Stay A Little Longer,2015-11-14
Fetty Wap,78,RGF Island,2015-11-14
Kenny Chesney,79,Save It For A Rainy Day,2015-11-14
Daya,80,Hide Away,2015-11-14
Jana Kramer,81,I Got The Boy,2015-11-14
Kane Brown,82,Used To Love You Sober,2015-11-14
DNCE,83,Cake By The Ocean,2015-11-14
Gwen Stefani,84,Used To Love You,2015-11-14
Jason Aldean,85,Gonna Know We Were Here,2015-11-14
Jess Glynne,86,Hold My Hand,2015-11-14
Halsey,87,New Americana,2015-11-14
Chase Rice,88,Gonna Wanna Tonight,2015-11-14
Tim McGraw,89,Top Of The World,2015-11-14
Drake & Future,90,Digital Dash,2015-11-14
Lil Wayne & Charlie Puth,91,Nothing But Trouble (Instagram Models),2015-11-14
J Balvin,92,Ginza,2015-11-14
Kelsea Ballerini,93,Dibs,2015-11-14
Lil Dicky Featuring Fetty Wap & Rich Homie Quan,94,$ave Dat Money,2015-11-14
Drake & Future,95,Scholarships,2015-11-14
Major Lazer Featuring Ellie Goulding & Tarrus Riley,96,Powerful,2015-11-14
LOCASH,97,I Love This Life,2015-11-14
Bryson Tiller,98,Exchange,2015-11-14
Fetty Wap Featuring Monty,99,Jugg,2015-11-14
The Game Featuring Drake,100,100,2015-11-14
Adele,1,Hello,2015-11-21
Drake,2,Hotline Bling,2015-11-21
The Weeknd,3,The Hills,2015-11-21
Justin Bieber,4,Sorry,2015-11-21
Justin Bieber,5,What Do You Mean?,2015-11-21
Shawn Mendes,6,Stitches,2015-11-21
Ariana Grande,7,Focus,2015-11-21
Taylor Swift,8,Wildest Dreams,2015-11-21
Fetty Wap Featuring Remy Boyz,9,679,2015-11-21
Meghan Trainor Featuring John Legend,10,Like I'm Gonna Lose You,2015-11-21
R. City Featuring Adam Levine,11,Locked Away,2015-11-21
Elle King,12,Ex's & Oh's,2015-11-21
Alessia Cara,13,Here,2015-11-21
The Weeknd,14,Can't Feel My Face,2015-11-21
Silento,15,Watch Me,2015-11-21
Drake & Future,16,Jumpman,2015-11-21
Selena Gomez,17,Same Old Love,2015-11-21
Ellie Goulding,18,On My Mind,2015-11-21
Major Lazer & DJ Snake Featuring MO,19,Lean On,2015-11-21
X Ambassadors,20,Renegades,2015-11-21
"Macklemore & Ryan Lewis Featuring Eric Nally, Melle Mel, Kool Moe Dee & Grandmaster Caz",21,Downtown,2015-11-21
iLoveMemphis,22,Hit The Quan,2015-11-21
Chris Stapleton,23,Tennessee Whiskey,2015-11-21
Fetty Wap,24,Trap Queen,2015-11-21
Selena Gomez Featuring A$AP Rocky,25,Good For You,2015-11-21
One Direction,26,Drag Me Down,2015-11-21
Travis Scott,27,Antidote,2015-11-21
Thomas Rhett,28,Die A Happy Man,2015-11-21
Calvin Harris & Disciples,29,How Deep Is Your Love,2015-11-21
Future Featuring Drake,30,Where Ya At,2015-11-21
OMI,31,Cheerleader,2015-11-21
Demi Lovato,32,Confident,2015-11-21
Ed Sheeran,33,Photograph,2015-11-21
Wiz Khalifa Featuring Charlie Puth,34,See You Again,2015-11-21
Fetty Wap Featuring Monty,35,My Way,2015-11-21
Post Malone,36,White Iverson,2015-11-21
Mark Ronson Featuring Bruno Mars,37,Uptown Funk!,2015-11-21
WALK THE MOON,38,Shut Up And Dance,2015-11-21
Fetty Wap,39,Again,2015-11-21
Rachel Platten,40,Fight Song,2015-11-21
Ed Sheeran,41,Thinking Out Loud,2015-11-21
Sam Hunt,42,Break Up In A Small Town,2015-11-21
Luke Bryan,43,Strip It Down,2015-11-21
One Direction,44,Perfect,2015-11-21
Michael Jackson,45,Thriller,2015-11-21
Skrillex & Diplo With Justin Bieber,46,Where Are U Now,2015-11-21
Chris Young,47,I'm Comin' Over,2015-11-21
Old Dominion,48,Break Up With Him,2015-11-21
Carrie Underwood,49,Smoke Break,2015-11-21
Jason Derulo,50,Want To Want Me,2015-11-21
Justin Bieber,51,I'll Show You,2015-11-21
Drake,52,Back To Back,2015-11-21
Bryson Tiller,53,Don't,2015-11-21
DeJ Loaf Featuring Big Sean,54,Back Up,2015-11-21
Cam,55,Burning House,2015-11-21
J. Cole,56,No Role Modelz,2015-11-21
Meek Mill Featuring Chris Brown & Nicki Minaj,57,All Eyes On You,2015-11-21
Rae Sremmurd,58,Come Get Her,2015-11-21
Rudimental Featuring Ed Sheeran,59,Lay It All On Me,2015-11-21
Hailee Steinfeld,60,Love Myself,2015-11-21
Cole Swindell,61,Let Me See Ya Girl,2015-11-21
Dan + Shay,62,Nothin' Like You,2015-11-21
Blake Shelton,63,Gonna,2015-11-21
Tory Lanez,64,Say It,2015-11-21
Florida Georgia Line,65,Anything Goes,2015-11-21
Ty Dolla $ign Featuring Future & Rae Sremmurd,66,Blase,2015-11-21
Chris Brown,67,Liquor,2015-11-21
The Chainsmokers Featuring Rozes,68,Roses,2015-11-21
Nelly Featuring Jeremih,69,The Fix,2015-11-21
Drake & Future,70,Big Rings,2015-11-21
twenty one pilots,71,Stressed Out,2015-11-21
Demi Lovato,72,Cool For The Summer,2015-11-21
Brothers Osborne,73,Stay A Little Longer,2015-11-21
Drake,74,Right Hand,2015-11-21
Kenny Chesney,75,Save It For A Rainy Day,2015-11-21
Daya,76,Hide Away,2015-11-21
K Camp,77,Comfortable,2015-11-21
Jana Kramer,78,I Got The Boy,2015-11-21
Jason Aldean,79,Gonna Know We Were Here,2015-11-21
Drake & Future,80,Diamonds Dancing,2015-11-21
Fetty Wap,81,RGF Island,2015-11-21
Tim McGraw,82,Top Of The World,2015-11-21
G-Eazy x Bebe Rexha,83,"Me, Myself & I",2015-11-21
